date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:24:10	84349/84349	---MCZ	200	added ('OK')	application/javascript	etag:W/%225bbe167c-1497d%22	http://preview.uideck.com/items/thehunt/assets/js/jquery-min.js	E:/portfolio/Avinashi/SBF/Ref/html/second/portal%202/preview.uideck.com/items/thehunt/assets/js/jquery-min.js	(from http://preview.uideck.com/items/thehunt/)
15:24:10	89148/89148	---M--	200	added ('OK')	image/jpeg	etag:%225bbe16ac-15c3c%22	http://preview.uideck.com/items/thehunt/assets/img/blog/img3.jpg	E:/portfolio/Avinashi/SBF/Ref/html/second/portal%202/preview.uideck.com/items/thehunt/assets/img/blog/img3.jpg	(from http://preview.uideck.com/items/thehunt/)
15:24:12	44342/44342	---MCZ	200	added ('OK')	application/javascript	etag:W/%225bbe167a-ad36%22	http://preview.uideck.com/items/thehunt/assets/js/owl.carousel.min.js	E:/portfolio/Avinashi/SBF/Ref/html/second/portal%202/preview.uideck.com/items/thehunt/assets/js/owl.carousel.min.js	(from http://preview.uideck.com/items/thehunt/)
15:24:12	11104/11104	---MCZ	200	added ('OK')	application/javascript	etag:W/%225bbe1675-524f%22	http://preview.uideck.com/items/thehunt/assets/js/jquery.slicknav.js	E:/portfolio/Avinashi/SBF/Ref/html/second/portal%202/preview.uideck.com/items/thehunt/assets/js/jquery.slicknav.js	(from http://preview.uideck.com/items/thehunt/)
15:24:12	1074/1074	---MCZ	200	added ('OK')	application/javascript	etag:W/%225bbe167e-432%22	http://preview.uideck.com/items/thehunt/assets/js/jquery.counterup.min.js	E:/portfolio/Avinashi/SBF/Ref/html/second/portal%202/preview.uideck.com/items/thehunt/assets/js/jquery.counterup.min.js	(from http://preview.uideck.com/items/thehunt/)
15:24:12	8044/8044	---MCZ	200	added ('OK')	application/javascript	etag:W/%225bbe1678-1f6c%22	http://preview.uideck.com/items/thehunt/assets/js/waypoints.min.js	E:/portfolio/Avinashi/SBF/Ref/html/second/portal%202/preview.uideck.com/items/thehunt/assets/js/waypoints.min.js	(from http://preview.uideck.com/items/thehunt/)
15:24:12	6055/6055	---MCZ	200	added ('OK')	application/javascript	etag:W/%225bbe1674-17a7%22	http://preview.uideck.com/items/thehunt/assets/js/form-validator.min.js	E:/portfolio/Avinashi/SBF/Ref/html/second/portal%202/preview.uideck.com/items/thehunt/assets/js/form-validator.min.js	(from http://preview.uideck.com/items/thehunt/)
15:24:13	1086/1086	---MCZ	200	added ('OK')	application/javascript	etag:W/%225bbe1676-640%22	http://preview.uideck.com/items/thehunt/assets/js/contact-form-script.js	E:/portfolio/Avinashi/SBF/Ref/html/second/portal%202/preview.uideck.com/items/thehunt/assets/js/contact-form-script.js	(from http://preview.uideck.com/items/thehunt/)
15:24:13	1475/1475	---MCZ	200	added ('OK')	application/javascript	etag:W/%225bbe1679-e55%22	http://preview.uideck.com/items/thehunt/assets/js/main.js	E:/portfolio/Avinashi/SBF/Ref/html/second/portal%202/preview.uideck.com/items/thehunt/assets/js/main.js	(from http://preview.uideck.com/items/thehunt/)
15:24:20	389559/389559	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225bbe16dd-5f1b7%22	http://preview.uideck.com/items/thehunt/assets/fonts/LineIcons.svg?ibaccn	E:/portfolio/Avinashi/SBF/Ref/html/second/portal%202/preview.uideck.com/items/thehunt/assets/fonts/LineIcons0ad2.svg	(from http://preview.uideck.com/items/thehunt/assets/css/line-icons.css)
